# Day libxc c python test doc
733097 7223 8664 34604 4442 0
733098 7223 8664 34602 4496 0
733099 7223 8664 34508 4504 0
733100 7223 8664 35388 4503 0
733101 7223 8664 35645 4503 0
733102 7223 8664 35649 4503 0
733103 7223 8664 35649 4503 0
733104 7223 8664 35754 4503 0
733105 7223 8664 35741 4503 0
733106 7223 8664 35536 4592 0
733107 7223 8664 35669 4587 0
733108 7223 8664 35779 4587 0
733109 7223 8664 35309 4587 0
733110 7223 8664 35309 4587 0
733111 7223 8664 35309 4587 0
733112 7223 8664 35411 4517 0
733113 7223 8664 35474 4517 0
733114 7223 8664 35558 4517 0
733115 7223 8664 35585 4517 0
733116 7223 8693 35600 4517 0
733117 7223 8693 35600 4517 0
733118 7223 8693 35600 4517 0
733119 7223 8693 35605 4517 0
733120 7223 8693 35703 4517 0
733121 7223 8758 35742 4517 0
733122 7223 8758 35742 4517 0
733123 7223 8758 35746 4517 0
733124 7223 8758 35746 4517 0
733125 7223 8758 35746 4517 0
733126 7223 8758 35746 4517 0
733127 7223 8758 35748 4517 0
733128 7223 8758 35748 4517 0
733129 7223 8758 35748 4517 0
733130 7223 8758 35676 4517 0
733131 7223 8758 35676 4517 0
733132 7223 8758 35676 4517 0
733133 7223 8758 35676 4517 0
733134 7223 8758 35676 4517 0
733135 7223 8758 35874 4517 0
733136 7223 8758 35874 4607 0
733137 7223 8758 35878 4615 0
733138 7223 8758 35878 4615 0
733139 7223 8758 35878 4615 0
733140 7223 8758 35894 4617 0
733141 7223 8758 35915 4619 0
733142 7223 8774 35939 4619 0
733143 7223 8774 36057 4619 0
733144 7223 8816 36303 4751 0
733145 7223 8816 36303 4751 0
733146 7223 8816 36303 4751 0
733147 7223 8816 36303 4751 0
733148 7223 8816 36274 4751 0
733149 7223 8816 36385 4794 0
733150 7223 8816 36385 4794 0
733151 7223 8816 36392 4794 0
733152 7223 8816 36392 4794 0
733153 7223 8816 36449 4794 0
733154 7223 8816 36473 4792 0
733155 7223 8816 36477 4790 0
733156 7223 8816 36479 4802 0
733157 7223 8816 36479 4802 0
733158 7223 8816 36505 4802 0
733159 7223 8816 36505 4802 0
733160 7223 8816 36505 4802 0
733161 7223 8816 36505 4802 0
733162 7223 8816 36511 4802 0
733163 7223 8816 36511 4802 0
733164 7223 8816 36511 4802 0
733165 7223 8850 36515 4812 0
733166 7223 8850 36515 4812 0
733167 7223 8850 36515 4812 0
733168 7223 8850 36515 4816 0
733169 7223 8850 36515 4816 0
733170 7223 8850 36515 4816 0
733171 7223 8850 36534 4816 0
733172 7223 8850 36591 4816 0
733173 7223 8850 36591 4816 0
733174 7223 8850 36591 4816 0
733175 7223 8892 37172 4816 0
733176 7223 8921 37175 4816 0
733177 7223 8904 37230 4816 0
733178 7223 8904 37443 4816 0
733179 7223 8904 37442 4816 0
733180 7223 8904 37442 4816 0
733181 7223 8904 37448 4816 0
733182 7223 8904 37623 4816 0
733183 7223 8904 37811 4823 0
733184 7223 8952 37848 4841 0
733185 7223 8952 38148 4842 0
733186 8677 9030 38186 4844 0
733187 8677 9030 38186 4844 0
733188 8677 9030 38186 4844 0
733189 8677 9030 38202 4844 0
733190 8677 9030 38231 4844 0
733191 8677 9030 38270 4844 0
733192 8677 9074 38312 4846 0
733193 8678 9074 38691 4846 0
733194 8678 9074 38691 4846 0
733195 8678 9074 38691 4846 0
733196 8678 9074 38917 4846 0
733197 8678 9074 38925 4846 0
733198 8678 9074 38959 4846 0
733199 8678 9074 38959 4846 0
733200 8678 9074 38959 4846 0
733201 8678 9074 38959 4846 0
733202 8678 9074 38959 4846 0
733203 8678 9074 39046 4939 0
733204 8678 9074 39047 4939 0
733205 8678 9074 39054 4939 0
733206 8678 9074 39301 4975 0
733207 8678 9092 39301 4975 0
733208 8678 9092 39301 4975 0
733209 8678 9092 39302 5001 0
733210 8678 9092 39335 5001 0
733211 8678 9093 39384 5001 0
733212 8678 9093 39460 5001 0
733213 8678 9093 39460 5001 0
733214 8678 9093 39460 5001 422
733215 8678 9093 39460 5001 422
733216 8678 9093 39460 5001 422
733217 8678 9093 39632 5001 636
733218 8678 9093 39969 5001 636
733219 8678 9093 39956 5036 636
733220 8678 9166 40127 5037 636
733221 8678 9220 40309 5056 800
733222 8678 9220 40309 5056 800
733223 8678 9220 40309 5056 800
733224 8678 9229 40356 5056 800
733225 8678 9229 40345 5056 800
733226 8678 9283 40397 5117 800
733227 8678 9282 40397 5117 800
733228 8678 9282 40395 5117 800
733229 8678 9282 40395 5117 800
733230 8678 9282 40395 5117 800
733231 8678 9282 40395 5097 800
733232 8678 9282 40400 5094 800
733233 8678 9282 40431 5094 800
733234 8678 9282 40614 5094 800
733235 8678 9282 40661 5094 800
733236 8678 9282 40661 5094 800
733237 8678 9282 40661 5094 800
733238 8678 9282 40674 5124 800
733239 8678 9282 40680 5124 801
733240 8678 9282 40737 5124 801
733241 8678 9282 40762 5124 801
733242 8678 9355 40814 5125 801
733243 8678 9355 40814 5125 801
733244 8678 9355 40814 5125 801
733245 8678 9355 40814 5125 801
733246 8678 9359 40879 5125 801
733247 8678 9387 40910 5125 801
733248 8678 9387 40972 5125 7396
733249 8678 9387 40978 5125 7396
733250 8678 9387 40978 5125 7396
733251 8678 9387 40978 5125 7396
733252 8678 9387 41021 5125 9017
733253 8678 9387 41099 5132 9055
733254 8678 9403 41180 5132 8940
733255 8678 9403 41176 5132 8959
733256 8678 9433 41189 5132 9116
733257 8678 9433 41189 5132 9116
733258 8678 9433 41189 5132 9116
733259 8678 9433 41232 5133 9092
733260 8678 9433 41418 5142 9093
733261 8678 9364 41416 5142 10369
733262 8678 9364 41494 5142 10120
733263 8678 9364 41498 5142 9990
733264 8678 9364 41601 5142 9990
733265 8678 9364 41601 5142 9990
733266 8678 9364 41601 5142 10003
733267 8678 9364 41601 5142 10060
733268 8678 9368 41844 5205 10227
733269 8678 9374 41878 5205 10260
733270 8678 9374 41866 5209 10284
733271 8678 9374 41866 5209 10284
733272 8678 9374 41866 5209 10284
733273 8678 9374 41866 5209 10235
733274 8678 9380 41866 5209 10239
733275 8678 9380 41875 5209 10297
733276 8678 9380 41877 5209 10300
733277 8678 9398 41891 5208 10300
733278 8678 9398 41891 5208 10300
733279 8678 9398 41891 5208 10300
733280 8678 9398 41891 5208 10332
733281 8678 9429 41891 5208 10331
733282 8678 9419 41890 5209 10331
733283 8678 9419 41890 5209 10331
733284 8678 9419 41890 5209 10327
733285 8678 9419 41890 5209 10327
733286 8678 9419 41890 5209 10327
733287 8678 9419 41900 5217 10327
733288 8678 9419 41908 5217 10327
733289 8678 9419 41908 5217 10327
733290 8678 9434 41925 5193 10335
733291 8678 9434 41922 5195 10336
733292 8678 9434 41922 5195 10336
733293 8678 9434 41922 5195 10336
733294 8678 9478 41922 5195 10336
733295 8678 9525 41931 5195 10336
733296 8678 9630 41973 5195 10336
733297 8678 9630 41976 5195 10336
733298 8678 9630 41976 5195 10336
733299 8678 9630 41976 5195 10336
733300 8678 9630 41976 5195 10336
733301 8678 9630 41976 5195 10340
733302 8678 9630 42439 5195 10342
733303 8678 9630 42405 5195 10342
733304 8678 9630 42630 5195 10344
733305 8678 9630 42630 5195 10344
733306 8678 9630 42630 5195 10344
733307 8678 9630 42630 5195 10344
733308 8678 9630 42632 5195 10344
733309 8678 9630 42633 5219 10344
733310 8678 9630 42626 5219 10342
733311 8678 9630 42648 5219 10453
733312 8678 9630 42648 5219 10453
733313 8678 9630 42648 5219 10453
733314 8678 9630 42648 5219 10453
733315 8678 9630 42648 5219 10453
733316 8678 9630 42648 5219 10453
733317 8678 9630 42648 5219 10453
733318 8678 9630 42664 5227 10453
733319 8678 9630 42664 5227 10453
733320 8678 9630 42664 5227 10453
733321 8678 9630 42664 5227 10453
733322 8678 9630 42538 5376 10453
733323 8678 9630 42545 5377 10453
733324 8678 9630 42545 5377 10524
733325 8678 9630 42547 5377 10524
733326 8678 9630 42552 5377 10522
733327 8678 9630 42746 5377 10522
733328 8678 9630 42746 5377 10522
733329 8678 9630 43004 5385 10371
733330 8678 9784 43096 5385 10456
733331 8678 9784 43110 5418 10456
733332 8678 9974 43113 5418 10756
733333 8678 9979 43098 5414 10957
733334 8678 9979 43098 5414 10957
733335 8678 9979 43098 5414 10957
733336 8678 10029 43101 5414 10951
733337 8678 10029 43101 5414 10950
733338 8678 10070 43100 5414 10950
733339 8678 10070 43064 5414 10950
733340 8678 10094 43085 5414 10950
733341 8678 10094 43085 5414 10950
733342 8678 10094 43085 5414 10950
733343 8678 10094 43090 5414 10950
733344 8678 10094 43089 5414 11088
733345 8678 10088 43089 5414 11088
733346 8678 10088 43089 5414 11088
733347 8678 10997 43325 5414 11088
733348 8678 10997 43325 5414 11088
733349 8678 10997 43325 5414 11088
733350 8678 10997 43325 5414 11119
733351 8678 10997 43325 5414 11119
733352 8678 11001 43326 5414 11119
733353 8678 10962 43440 5656 11121
733354 8678 10962 43441 5656 11121
733355 8678 10962 43441 5656 11121
733356 8678 10962 43441 5656 11121
733357 8678 10962 43450 5656 11121
733358 8678 10962 43450 5656 11121
733359 8678 10962 43450 5656 11121
733360 8678 10962 43450 5656 11146
733361 8678 10962 43454 5670 11051
733362 8678 10962 43454 5670 11051
733363 8678 10962 43454 5670 11051
733364 8678 11051 43454 5670 11051
733365 8678 11051 43455 5703 11051
733366 8678 11051 43455 5703 11051
733367 8678 11056 43598 5729 11216
733368 8678 11056 43598 5729 11218
733369 8678 11056 43598 5729 11218
733370 8678 11056 43598 5729 11218
733371 8678 11056 43636 5733 11325
733372 8678 11055 43636 5733 11325
733373 8678 11055 43944 5733 11325
733374 8678 11055 43947 5733 11325
733375 8678 11055 43932 5780 11325
733376 8678 11055 43932 5780 11325
733377 8678 11055 43932 5780 11325
733378 8678 11055 43920 5780 11325
733379 8678 11055 44004 5780 11325
733380 8678 11055 44055 5781 11325
733381 8678 11055 44068 5781 11441
733382 8678 11094 44954 5781 11441
733383 8678 11094 44954 5781 11862
733384 8678 11094 44954 5781 11862
733385 8678 11094 44951 5781 11862
733386 8678 11094 44952 5781 11908
733387 8678 11094 44952 5795 11918
733388 8678 11094 44959 5956 11918
733389 8678 11094 44959 5956 12221
733390 8678 11094 44959 5953 12221
733391 8678 11094 44959 5953 12221
733392 8678 11094 44988 5988 12297
733393 8678 11094 45000 5988 12297
733394 8678 11096 45059 5988 12297
733395 8678 11096 45059 5988 12297
733396 8678 11096 45141 5988 12297
733397 8678 11096 45141 5988 12297
733398 8678 11096 45141 5988 12297
733399 8678 11096 45143 5988 12334
733400 8678 11096 45143 5988 12334
733401 8678 11096 45143 5988 12334
733402 8678 11096 45143 5988 12334
733403 8678 11096 45143 5988 12334
733404 8678 11096 45143 5988 12334
733405 8678 11096 45143 5988 12334
733406 8678 11096 45143 5988 12334
733407 8678 11096 45143 5988 12334
733408 8678 11096 45143 5988 12334
733409 8678 11096 45143 5988 12334
733410 8678 11096 45164 5988 12334
733411 8678 11096 45164 5988 12334
733412 8678 11096 45164 5988 12334
733413 8678 11096 45164 5988 12334
733414 8678 11096 45170 5988 12334
733415 8678 11096 45170 5988 12335
733416 8678 11096 45171 5988 12335
733417 8678 11096 45167 5988 12350
733418 8678 11096 45167 5988 12350
733419 8678 11096 45167 5988 12350
733420 8678 11096 45167 5988 12350
733421 8678 11096 45170 5988 12357
733422 8678 11096 42921 5988 12397
733423 8678 11096 42919 5988 12397
733424 8678 11096 42919 5988 12397
733425 8678 11096 42919 5988 12397
733426 8678 11096 42919 5988 12397
733427 8678 11096 42922 5988 12397
733428 8678 11098 42937 5988 12397
733429 8678 11098 42973 5988 12397
733430 8678 11098 42973 6076 12397
733431 8678 11098 42978 6076 12397
733432 8678 11098 42978 6076 12397
733433 8678 11098 42978 6076 12397
733434 8678 11098 42985 6076 12396
733435 8678 11098 42985 6076 12396
733436 8678 11115 42988 6101 12396
733437 8678 11115 42987 6101 12396
733438 8678 11115 43016 6101 12396
733439 8678 11115 43016 6101 12396
733440 8678 11115 43016 6101 12396
733441 8678 11115 43016 6101 12396
733442 8678 11115 43097 6101 12396
733443 8678 11115 43097 6101 12396
733444 8678 11115 43102 6101 12397
733445 8678 11115 43105 6101 12397
733446 8678 11115 43105 6101 12397
733447 8678 11115 43105 6101 12397
733448 8678 11115 43105 6101 12397
733449 8678 11115 43105 6101 12397
733450 8678 11115 43105 6101 12397
733451 8678 11540 42048 6690 12457
733452 8678 11540 42177 6732 12457
733453 8678 11540 42166 6732 12457
733454 8678 11540 42166 6732 12457
733455 8678 11540 42229 6732 12457
733456 8678 11540 42125 6764 12462
733457 8678 11591 42136 6966 12462
733458 8678 11943 42648 6969 12485
733459 8678 11943 42602 6969 12616
733460 8678 11943 42613 6969 12616
733461 8678 11943 42613 6969 12616
733462 8678 11937 42768 6969 12624
733463 8678 12010 42849 7050 13272
733464 8678 12010 43172 7198 13394
733465 8678 12010 43353 7451 13370
733466 8678 12010 44440 7438 13623
733467 8678 12010 44440 7438 13623
733468 8678 12010 44436 7452 13623
733469 8678 12010 44561 7457 13644
733470 8678 12010 44306 7647 13687
733471 8678 12010 44341 7658 13861
733472 8678 12010 43475 7658 13893
733473 8678 12011 43401 7658 13915
733474 8678 12011 43401 7658 13915
733475 8678 12011 43401 7658 13915
733476 8678 12011 43411 7658 13922
733477 8678 12011 43685 7658 13928
733478 8678 12011 43673 7658 13943
733479 8678 12137 43767 7676 13966
733480 8678 12137 43762 7672 13966
733481 8678 12137 43762 7672 13966
733482 8678 12137 43762 7672 13966
733483 8678 12137 46072 7765 13966
733484 8678 12137 46106 7765 13975
733485 8678 12137 46110 7765 13986
733486 8678 12717 46250 8069 13986
733487 8678 12717 46383 8109 14044
733488 8678 12733 46378 8109 14057
733489 8678 12733 46382 8124 14057
733490 8678 12786 46833 8135 14077
733491 8678 12786 46889 8135 14223
733492 8678 12786 46889 8135 14222
733493 8678 12786 46895 8144 14245
733494 8678 12964 46935 8244 14273
733495 8678 12964 46945 8244 14273
733496 8678 12964 46952 8244 14273
733497 8678 13033 46974 8244 14273
733498 8678 13033 47150 8306 14337
733499 8678 13033 47273 8307 14389
733500 8678 13068 47284 8423 14393
733501 8678 13068 47327 8488 14412
733502 8678 13068 47426 8491 14316
733503 8678 13068 47427 8491 14316
733504 8678 13068 47880 8492 14316
733505 8678 13068 47913 8492 14316
733506 8678 13068 47849 8492 14316
733507 8678 13068 47848 8515 14316
733508 8678 13068 47908 8515 14323
733509 8678 13093 47908 8515 14323
733510 8678 13093 47908 8515 14323
733511 8678 13093 47910 8599 14323
733512 8678 13096 47938 8578 14323
733513 8678 13096 47936 8578 14323
733514 8678 13096 47930 8828 14323
733515 8678 13096 47749 8881 14323
733516 8678 13096 47749 8881 14323
733517 8678 13109 47749 8881 14323
733518 8678 13109 48188 8881 14327
733519 8678 13109 48542 8907 14327
733520 8678 13109 48629 8971 14344
733521 8678 13109 48971 8996 14344
733522 8678 13107 48990 8996 14344
733523 8678 13107 48990 8996 14344
733524 8678 13107 48990 8996 14344
733525 8678 13107 49005 8999 14344
733526 8678 13166 49040 8999 14344
733527 8678 13166 49182 8999 14407
733528 8678 13166 49182 8995 14407
733529 8678 13171 49234 8995 14407
733530 8678 13171 49236 8995 14560
733531 8678 13171 49236 8995 14560
733532 8678 13175 49401 8995 14558
733533 8678 13181 49442 8995 14612
733534 8678 13181 49443 9003 14718
733535 8678 13151 49597 9099 14708
733536 8678 13151 49647 9099 14739
733537 8678 13153 49679 9099 14739
733538 8678 13153 49709 9099 14739
733539 8678 13153 49786 9122 14745
733540 8678 13153 50114 9124 14797
733541 8678 13153 50151 9124 14878
733542 8678 13153 50294 9150 14918
733543 8678 13153 50334 9140 14918
733544 8678 13153 50334 9140 14918
733545 8678 13153 50334 9140 14918
733546 8678 13153 50358 9140 14927
733547 8678 13153 50365 9140 15119
733548 8678 13153 50369 9244 15141
733549 8678 13153 50369 9244 15141
733550 8678 13153 50505 9478 15141
733551 8678 13153 50505 9478 15141
733552 8678 13153 50505 9478 15141
733553 8678 13153 50505 9478 15141
733554 8678 13153 50505 9535 15143
733555 8678 13153 50508 9543 15153
733556 8678 13153 50508 9543 15153
733557 8678 13153 50521 9550 15153
733558 8678 13153 50521 9550 15153
733559 8678 13153 50521 9550 15153
733560 8678 13153 50992 9550 15153
733561 8678 13153 51091 9561 15138
733562 8678 13152 51027 9576 15316
733563 8678 13152 51314 9641 15322
733564 8678 13152 51302 9641 15340
733565 8678 13152 51302 9641 15340
733566 8678 13152 51305 9641 15341
733567 8678 13152 51604 9653 15341
733568 8678 13152 51669 9653 15341
733569 8678 13152 51912 9673 15350
733570 8678 13152 51923 9673 15350
733571 8678 13152 51955 9769 15369
733572 8678 13152 51955 9769 15369
733573 8678 13152 51826 9769 15369
733574 8678 13152 51981 9811 15369
733575 8678 13152 52077 9823 15372
733576 8678 13152 52111 9836 15372
733577 8678 13152 52102 9844 15372
733578 8678 13152 52223 9837 15372
733579 8678 13182 52372 9837 15372
733580 8678 13182 52372 9837 15372
733581 8678 13182 52601 9986 15399
733582 8678 13182 52697 9985 15399
733583 8678 13182 53118 10025 15399
733584 9599 13310 53928 10110 15399
733585 9599 13310 54621 10168 15512
733586 9599 13310 54668 10804 15512
733587 9599 13310 54489 10876 15512
733588 9599 13310 54698 10960 15803
733589 9599 13310 54970 10983 15803
733590 9599 13407 55203 11000 15806
733591 9599 13406 55334 11014 15969
733592 9599 13489 55462 11039 16068
733593 9599 13489 55463 11039 16068
733594 9599 13489 56469 11039 16068
733595 9599 13489 56525 11039 16066
733596 9599 13537 56432 11354 16079
733597 9599 13553 56637 11354 16079
733598 9599 13553 56758 11366 16079
733599 9599 13621 56816 11484 16079
733600 9599 13621 56829 11574 16079
733601 9599 13621 57021 11577 16079
733602 9599 13621 57023 11577 16079
733603 9599 13621 57407 11582 16079
733604 9599 13621 58044 12223 16091
733605 9599 13732 61280 12347 16119
733606 9599 13732 61635 12314 16119
733607 9599 13732 61651 12290 16119
733608 9599 13787 61902 12290 16119
733609 9599 13811 61914 12290 16119
733610 9599 13811 61730 12327 16119
733611 9599 13811 61760 12326 16119
733612 9577 13811 62341 12328 16144
733613 9577 13811 62343 12324 16355
733614 9577 13828 62344 12324 16355
733615 9577 13828 62344 12324 16355
733616 9577 13826 62382 12342 16350
733617 9577 13847 62407 12388 16355
733618 9577 13973 62484 12500 16378
733619 9577 13973 62494 12546 16378
733620 9577 13973 62558 12552 16386
733621 9577 13973 62558 12552 16393
733622 9577 13973 62561 12552 16393
733623 9577 13973 62627 12557 16393
733624 9577 13973 62838 12659 16609
733625 9577 13973 61748 12672 16609
733626 9577 13973 61731 12672 16609
733627 9577 13973 61785 12711 16628
733628 9577 13973 61785 12711 16628
733629 9577 13973 61785 12711 16628
733630 9577 13973 61601 12725 16628
733631 9577 13973 61879 12725 16628
733632 9577 13973 62259 12824 16679
733633 9577 14030 62595 12889 16679
733634 9577 14057 62667 12889 16679
733635 9577 14037 62667 12929 16679
733636 9577 14037 63005 12938 16679
733637 9577 14037 63100 13255 16680
733638 9577 14056 63588 13324 16685
733639 9577 14056 63678 13328 16685
733640 9577 14056 63751 13387 16450
733641 9577 14057 63696 13393 16450
733642 9577 14057 63702 13424 16450
733643 9577 14057 63702 13424 16450
733644 9577 14057 63777 13424 16452
733645 9577 14057 63902 13554 16453
733646 9577 14049 64036 13556 16493
733647 9577 14049 64131 13556 16493
733648 9577 14049 64138 13556 16493
733649 9577 14078 64101 13556 16493
733650 9577 14078 64101 13556 16493
733651 9577 14264 64143 13556 16564
733652 9577 14265 64172 13574 16568
733653 9577 14265 64040 13574 16568
733654 9577 14265 64200 13574 16568
733655 9577 14265 64247 13582 16568
733656 9577 14269 64252 13582 16609
733657 9577 14269 64258 13582 16657
733658 9577 14269 64260 13584 16667
733659 9577 14291 64378 13591 16673
733660 9577 14291 64408 13591 16673
733661 9577 14291 64406 13590 16673
733662 9577 14291 64410 13641 16673
733663 9577 14291 64418 13641 16673
733664 9577 14291 64475 13641 16673
733665 9577 14290 60454 13594 16721
733666 9577 14290 60443 13593 16819
733667 9577 14290 60485 13593 16819
733668 9577 14290 60549 13593 16819
733669 9577 14324 60651 13593 16819
733670 9577 14324 60651 13593 16819
733671 9577 14324 60651 13593 16819
733672 9577 14324 60684 13593 16819
733673 9577 14324 60862 13615 16819
733674 9577 14324 61016 13621 16821
733675 9577 14324 61035 13618 16821
733676 9577 14324 61716 13619 16821
733677 9577 14324 61709 13619 16821
733678 9577 14324 61709 13619 16821
733679 9577 14324 61224 14420 16821
733680 9577 14324 61279 14431 16821
733681 9577 14336 61225 14436 16867
733682 9577 14336 61400 14430 16867
733683 9577 14337 61451 14445 16867
733684 9577 14337 61489 14502 16867
733685 9577 14337 61513 14502 16867
733686 9577 14305 61606 13752 16867
733687 9577 14305 61618 13753 16867
733688 9577 14305 61618 13745 16867
733689 9577 14362 61726 13993 16867
733690 9577 14368 62314 12799 16886
733691 9577 14368 62317 12799 16886
733692 9577 14368 62317 12799 16886
733693 9577 14368 62369 12799 16896
733694 9577 14426 62321 12798 17101
733695 9577 14475 62466 12802 17125
733696 9577 14502 62464 12815 17124
733697 9577 14502 62472 13149 17083
733698 9577 14502 62519 13149 17083
733699 9577 14502 62519 13149 17083
733700 9577 15065 62587 13210 17105
733701 9577 15065 62677 13210 17105
733702 9577 15037 62826 13227 17322
733703 9577 15037 62833 13227 17396
733704 9577 15037 62840 13227 17431
733705 9577 15037 62840 13756 17431
733706 9577 15037 62842 13756 17431
733707 9577 15062 62859 13614 17433
733708 9577 15126 62894 13619 17438
733709 9577 15130 62891 13622 17445
733710 9577 15130 62894 13657 17445
733711 9577 15130 62913 13680 17453
733712 9577 15130 62913 13680 17453
733713 9577 15130 62913 13680 17453
733714 9577 15130 63484 13776 17453
733715 9577 15130 63435 13781 17563
733716 9577 15130 63442 13792 17563
733717 9577 15130 63363 13792 17710
733718 9577 15416 63970 13796 17721
733719 9577 15416 63970 13796 17721
733720 9577 15416 63970 13796 17721
733721 9577 15416 63970 13796 17722
733722 9577 15416 63981 13798 17722
733723 9577 15416 63981 13798 17723
733724 9577 15416 64154 13891 17732
733725 9577 15430 64354 13892 17734
733726 9577 15430 64354 13894 17716
733727 9577 15430 64354 13926 17716
733728 9577 15430 64373 13926 17753
733729 9577 15430 64704 13928 17753
733730 9577 15525 64707 13967 17753
733731 9577 15696 64704 13967 17743
733732 9577 15696 64993 13971 17743
733733 9577 15696 64993 13971 17743
733734 9577 15696 64993 13971 17743
733735 9594 15696 64786 13972 17743
733736 9594 15669 64798 14009 17743
733737 9594 15508 65165 14007 17744
733738 9594 15508 65906 14070 17812
733739 9594 15647 66297 14269 17812
733740 9594 15647 66297 14269 17812
733741 9594 15647 66294 14268 17812
733742 9594 15647 66670 14269 17812
733743 9594 15647 66697 14269 17821
733744 9594 15647 66780 14301 17821
733745 9594 15682 66858 14375 17821
733746 9594 15718 66912 14424 17827
733747 9594 15718 66912 14427 17825
733748 9594 15718 66897 14427 17825
733749 10270 15718 66937 14465 17862
733750 10270 15669 66998 14470 17860
733751 10270 15786 67075 14589 17860
733752 10270 15813 67101 14600 17860
733753 10270 15920 67101 14600 17860
733754 10270 15919 67102 14672 17860
733755 10270 15919 67102 14672 17860
733756 10270 15919 67095 14672 17896
733757 10270 15937 67154 14713 17896
733758 10270 15943 67299 14714 17900
733759 10270 15943 67355 14718 17900
733760 10270 15942 67365 14718 17975
733761 10270 15942 67365 14718 17975
733762 10270 15942 67365 14718 17975
733763 10270 15942 67387 14718 17980
733764 10270 15942 67626 14718 17980
733765 10270 15942 67626 14718 17980
733766 10270 15942 67626 14718 17980
733767 10270 15942 67626 14718 17980
733768 10270 15942 67625 14733 17980
733769 10270 15942 67695 14733 17980
733770 10270 15942 67695 14733 17980
733771 10270 15942 67695 14733 17980
733772 10270 15942 67816 14733 17980
733773 10270 15942 67211 14733 17980
733774 10270 15942 67241 14733 17980
733775 10270 15942 67229 14733 17980
733776 10270 15942 67305 14741 17980
733777 10270 15942 67315 14741 17980
733778 10270 15942 67364 14741 17980
733779 10270 15942 67364 14741 18086
733780 10270 15942 67470 14261 18068
733781 10270 15935 67373 14377 18067
733782 10270 15935 67407 14384 18067
733783 10270 15929 67407 14386 18067
733784 10270 15929 67413 14386 18067
733785 10270 15929 67435 14389 18075
733786 10270 15929 67435 14389 18077
733787 10270 15929 67415 14389 18467
733788 10270 15929 67415 14389 18467
733789 10270 15929 67415 14389 18467
733790 10270 15929 67416 14389 18467
733791 10270 15723 67413 13904 18487
733792 10270 15748 67425 13904 18487
733793 10270 15748 67446 13904 18487
733794 10270 15748 68903 13904 18487
733795 10270 15748 68908 13904 18487
733796 10270 15748 68908 13904 18487
733797 10270 15748 69283 13904 18487
733798 10270 15748 69313 13904 18487
733799 10270 15748 69421 13904 18487
733800 10270 15748 69518 13933 18745
733801 10270 15765 69661 14077 18745
733802 10270 15781 69739 14241 18745
733803 10270 15818 69754 14241 18745
733804 10270 15818 69763 14241 18745
733805 10270 15818 69881 14241 18745
733806 10270 15818 70255 14186 18745
733807 10270 15817 70556 14188 18745
733808 10270 15824 70632 14647 18768
733809 10270 15940 70917 14695 18768
733810 10270 15940 70918 14695 18768
733811 10270 15940 70918 14695 18768
733812 10270 16131 73130 14702 18768
733813 10270 16285 73233 14703 18775
733814 10270 16515 73404 14718 18780
733815 10270 16515 73484 14798 18859
733816 10270 16515 71327 14850 19060
733817 10270 16515 71327 14850 19060
733818 10270 16515 71327 14850 19060
733819 10270 16515 71408 14898 19060
733820 10270 16515 71427 14902 19054
733821 10270 16558 71444 14920 19054
733822 10270 16563 71503 14992 19054
733823 10270 16563 71564 15014 19182
733824 10270 16563 71564 15014 19182
733825 10270 16563 71564 15014 19182
733826 10270 16563 70594 15014 19190
733827 10270 16576 71855 15084 19190
733828 10270 16574 71890 15094 19190
733829 10270 16574 71757 15094 19190
733830 10270 16574 71742 15085 19455
733831 10270 16574 71742 15085 19455
733832 10270 16574 71742 15085 19455
733833 10270 16574 71776 15085 19497
733834 10270 16574 71777 15094 20186
733835 10270 17127 72182 15094 20223
733836 10270 17127 72212 15143 20223
733837 10270 17127 72238 15190 20223
733838 10270 17127 72238 15190 20223
733839 10270 17127 72238 15190 20223
733840 10270 17127 72278 15193 20223
733841 10270 17127 72441 15194 20223
733842 10270 17127 72450 15175 20247
733843 10270 17141 72441 15176 20213
733844 10270 17141 72482 15175 20213
733845 10270 17141 72482 15175 20213
733846 10270 17141 72482 15175 20213
733847 10267 17141 72769 15227 20213
733848 10267 17141 72788 15264 20216
733849 10267 17319 72505 15267 20216
733850 10267 17319 72505 15267 20216
733851 10267 17319 72505 15267 20216
733852 10267 17319 72505 15267 20216
733853 10267 17319 72505 15267 20216
733854 10267 17319 72526 15267 20216
733855 10267 17324 72589 15267 20216
733856 10267 17324 72732 15267 20225
733857 10267 17324 72785 15267 20226
733858 10267 17324 73153 15267 20238
733859 10267 17324 73153 15267 20238
733860 10267 17324 73153 15267 20238
733861 10267 17449 73153 15267 20238
733862 10267 17449 73204 15267 20238
733863 10267 17449 73208 15272 20238
733864 10267 17455 73208 15272 20238
733865 10267 17455 73208 15272 20238
733866 10267 17455 73208 15272 20238
733867 10267 17455 73208 15272 20238
733868 10267 17455 73208 15272 20238
733869 10267 17455 72130 15272 20238
733870 10267 17455 72205 15272 20238
733871 10267 17455 73061 15272 20238
733872 10267 17455 73061 15272 20238
733873 10267 17455 73061 15272 20238
733874 10267 17455 73061 15272 20238
733875 10267 17455 72446 13691 20359
733876 10267 17455 72493 13968 20359
733877 10267 17455 72502 13979 20399
733878 10267 17455 72514 13979 20448
733879 10267 17478 72620 14103 20464
733880 10267 17478 72620 14103 20464
733881 10267 17478 72620 14103 20464
